Type	Package	Permission	Granted?
package	com.android.providers.telephony	android.permission.READ_SYNC_SETTINGS	true
package	com.android.providers.telephony	android.permission.BIND_TELEPHONY_DATA_SERVICE	true
package	com.android.providers.telephony	android.permission.VIBRATE	true
package	com.android.providers.telephony	android.permission.CHANGE_DEVICE_IDLE_TEMP_WHITELIST	true
package	com.android.providers.telephony	com.android.voicemail.permission.WRITE_VOICEMAIL	true
package	com.android.providers.telephony	android.permission.ACCESS_WIFI_STATE	true
package	com.android.providers.telephony	android.permission.MANAGE_APP_OPS_MODES	true
package	com.android.providers.telephony	android.permission.BIND_IMS_SERVICE	true
package	com.android.providers.telephony	android.permission.CONTROL_INCALL_EXPERIENCE	true
package	com.android.providers.telephony	android.permission.MODIFY_PHONE_STATE	true
package	com.android.providers.telephony	com.android.smspush.WAPPUSH_MANAGER_BIND	true
package	com.android.providers.telephony	android.permission.STATUS_BAR	true
package	com.android.providers.telephony	android.permission.DUMP	true
package	com.android.providers.telephony	android.permission.WAKE_LOCK	true
package	com.android.providers.telephony	android.permission.UPDATE_APP_OPS_STATS	true
package	com.google.android.googlequicksearchbox	android.permission.REAL_GET_TASKS	true
package	com.google.android.googlequicksearchbox	android.permission.DOWNLOAD_WITHOUT_NOTIFICATION	true
package	com.google.android.googlequicksearchbox	android.permission.WRITE_SETTINGS	true
package	com.google.android.googlequicksearchbox	com.google.android.googlequicksearchbox.permission.C2D_MESSAGE	true
package	com.google.android.googlequicksearchbox	com.google.android.c2dm.permission.RECEIVE	true
package	com.google.android.googlequicksearchbox	android.permission.USE_CREDENTIALS	true
package	com.google.android.googlequicksearchbox	android.permission.MODIFY_AUDIO_SETTINGS	true
package	com.google.android.googlequicksearchbox	android.permission.ACCESS_NOTIFICATION_POLICY	true
package	com.google.android.googlequicksearchbox	com.google.android.providers.gsf.permission.READ_GSERVICES	true
package	com.google.android.googlequicksearchbox	com.google.android.voicesearch.AUDIO_FILE_ACCESS	true
package	com.google.android.googlequicksearchbox	android.permission.MANAGE_ACCOUNTS	true
package	com.google.android.googlequicksearchbox	com.google.android.googleapps.permission.GOOGLE_AUTH.cp	true
package	com.google.android.googlequicksearchbox	android.permission.SYSTEM_ALERT_WINDOW	true
package	com.google.android.googlequicksearchbox	android.permission.SET_VOLUME_KEY_LONG_PRESS_LISTENER	true
package	com.google.android.googlequicksearchbox	android.permission.MANAGE_VOICE_KEYPHRASES	true
package	com.google.android.googlequicksearchbox	com.google.android.gm.permission.AUTO_SEND	true
package	com.google.android.googlequicksearchbox	com.google.android.googlequicksearchbox.permission.FINISH_GEL_ACTIVITY	true
package	com.google.android.googlequicksearchbox	android.permission.CALL_PRIVILEGED	true
package	com.google.android.googlequicksearchbox	android.permission.CHANGE_NETWORK_STATE	true
package	com.google.android.googlequicksearchbox	android.permission.FOREGROUND_SERVICE	true
package	com.google.android.googlequicksearchbox	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.google.android.googlequicksearchbox	com.google.android.googleapps.permission.GOOGLE_AUTH	true
package	com.google.android.googlequicksearchbox	com.google.android.providers.settings.permission.READ_GSETTINGS	true
package	com.google.android.googlequicksearchbox	com.google.android.googlequicksearchbox.permission.PAUSE_HOTWORD	true
package	com.google.android.googlequicksearchbox	android.permission.READ_PROFILE	true
package	com.google.android.googlequicksearchbox	android.permission.BLUETOOTH	true
package	com.google.android.googlequicksearchbox	android.permission.CHANGE_WIFI_MULTICAST_STATE	true
package	com.google.android.googlequicksearchbox	com.android.alarm.permission.SET_ALARM	true
package	com.google.android.googlequicksearchbox	android.permission.CAPTURE_AUDIO_HOTWORD	true
package	com.google.android.googlequicksearchbox	android.permission.GET_TASKS	true
package	com.google.android.googlequicksearchbox	android.permission.INTERNET	true
package	com.google.android.googlequicksearchbox	com.android.browser.permission.READ_HISTORY_BOOKMARKS	true
package	com.google.android.googlequicksearchbox	android.permission.BLUETOOTH_ADMIN	true
package	com.google.android.googlequicksearchbox	android.permission.GET_PACKAGE_SIZE	true
package	com.google.android.googlequicksearchbox	android.permission.BIND_APPWIDGET	true
package	com.google.android.googlequicksearchbox	android.permission.STOP_APP_SWITCHES	true
package	com.google.android.googlequicksearchbox	android.permission.BROADCAST_STICKY	true
package	com.google.android.googlequicksearchbox	android.permission.WRITE_SMS	true
package	com.google.android.googlequicksearchbox	com.google.android.gm.permission.READ_GMAIL	true
package	com.google.android.googlequicksearchbox	com.google.android.providers.settings.permission.WRITE_GSETTINGS	true
package	com.google.android.googlequicksearchbox	android.permission.CHANGE_WIFI_STATE	true
package	com.google.android.googlequicksearchbox	com.google.android.apps.maps.permission.PREFETCH	true
package	com.google.android.googlequicksearchbox	android.permission.FLASHLIGHT	true
package	com.google.android.googlequicksearchbox	android.permission.ACCESS_NETWORK_STATE	true
package	com.google.android.googlequicksearchbox	android.permission.INTERACT_ACROSS_USERS	true
package	com.google.android.googlequicksearchbox	android.permission.SET_WALLPAPER	true
package	com.google.android.googlequicksearchbox	com.google.android.gms.permission.ACTIVITY_RECOGNITION	true
package	com.google.android.googlequicksearchbox	com.google.android.launcher.permission.RECEIVE_FIRST_LOAD_BROADCAST	true
package	com.google.android.googlequicksearchbox	android.permission.USE_FINGERPRINT	true
package	com.google.android.googlequicksearchbox	android.permission.GLOBAL_SEARCH	true
package	com.google.android.googlequicksearchbox	android.permission.SET_WALLPAPER_HINTS	true
package	com.google.android.googlequicksearchbox	android.permission.READ_SYNC_SETTINGS	true
package	com.google.android.googlequicksearchbox	com.google.android.apps.now.CURRENT_ACCOUNT_ACCESS	true
package	com.google.android.googlequicksearchbox	com.android.browser.permission.WRITE_HISTORY_BOOKMARKS	true
package	com.google.android.googlequicksearchbox	android.permission.SET_MEDIA_KEY_LISTENER	true
package	com.google.android.googlequicksearchbox	android.permission.VIBRATE	true
package	com.google.android.googlequicksearchbox	android.permission.ACCESS_WIFI_STATE	true
package	com.google.android.googlequicksearchbox	com.google.android.launcher.permission.WRITE_SETTINGS	true
package	com.google.android.googlequicksearchbox	com.google.android.launcher.permission.RECEIVE_LAUNCH_BROADCASTS	true
package	com.google.android.googlequicksearchbox	com.google.android.launcher.permission.READ_SETTINGS	true
package	com.google.android.googlequicksearchbox	com.android.launcher.permission.INSTALL_SHORTCUT	true
package	com.google.android.googlequicksearchbox	android.permission.WAKE_LOCK	true
package	com.google.android.googlequicksearchbox	android.permission.MEDIA_CONTENT_CONTROL	true
package	com.android.providers.calendar	android.permission.USE_CREDENTIALS	true
package	com.android.providers.calendar	android.permission.USE_RESERVED_DISK	true
package	com.android.providers.calendar	android.permission.MANAGE_ACCOUNTS	true
package	com.android.providers.calendar	android.permission.WRITE_SYNC_SETTINGS	true
package	com.android.providers.calendar	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.android.providers.calendar	android.permission.SUBSCRIBED_FEEDS_READ	true
package	com.android.providers.calendar	android.permission.SUBSCRIBED_FEEDS_WRITE	true
package	com.android.providers.calendar	android.permission.INTERNET	true
package	com.android.providers.calendar	android.permission.GET_ACCOUNTS_PRIVILEGED	true
package	com.android.providers.calendar	android.permission.READ_SYNC_STATS	true
package	com.android.providers.calendar	android.permission.READ_SYNC_SETTINGS	true
package	com.android.providers.calendar	android.permission.WAKE_LOCK	true
package	com.android.providers.calendar	android.permission.UPDATE_APP_OPS_STATS	true
package	com.android.providers.media	android.permission.ACCESS_CACHE_FILESYSTEM	true
package	com.android.providers.media	android.permission.WRITE_SETTINGS	true
package	com.android.providers.media	android.permission.USE_RESERVED_DISK	true
package	com.android.providers.media	android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS	true
package	com.android.providers.media	android.permission.FOREGROUND_SERVICE	true
package	com.android.providers.media	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.android.providers.media	android.permission.WRITE_MEDIA_STORAGE	true
package	com.android.providers.media	android.permission.INTERNET	true
package	com.android.providers.media	android.permission.UPDATE_DEVICE_STATS	true
package	com.android.providers.media	android.permission.MANAGE_USB	true
package	com.android.providers.media	android.permission.ACCESS_ALL_DOWNLOADS	true
package	com.android.providers.media	android.permission.ACCESS_DOWNLOAD_MANAGER	true
package	com.android.providers.media	android.permission.MANAGE_USERS	true
package	com.android.providers.media	android.permission.ACCESS_NETWORK_STATE	true
package	com.android.providers.media	android.permission.ACCESS_MTP	true
package	com.android.providers.media	android.permission.INTERACT_ACROSS_USERS	true
package	com.android.providers.media	android.permission.CLEAR_APP_CACHE	true
package	com.android.providers.media	android.permission.CONNECTIVITY_INTERNAL	true
package	com.android.providers.media	android.permission.WAKE_LOCK	true
package	com.android.providers.media	android.permission.UPDATE_APP_OPS_STATS	true
package	com.google.android.onetimeinitializer	android.permission.CHANGE_COMPONENT_ENABLED_STATE	true
package	com.google.android.onetimeinitializer	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.google.android.onetimeinitializer	com.google.android.onetimeinitializer.permission.ONE_TIME_INITIALIZED	true
package	com.android.documentsui	android.permission.FOREGROUND_SERVICE	true
package	com.android.documentsui	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.android.documentsui	android.permission.REMOVE_TASKS	true
package	com.android.documentsui	android.permission.FORCE_PERSISTABLE_URI_PERMISSIONS	true
package	com.android.documentsui	android.permission.SET_PREFERRED_APPLICATIONS	true
package	com.android.documentsui	android.permission.CACHE_CONTENT	true
package	com.android.documentsui	android.permission.MANAGE_DOCUMENTS	true
package	com.android.documentsui	android.permission.GET_APP_GRANTED_URI_PERMISSIONS	true
package	com.android.documentsui	android.permission.WAKE_LOCK	true
package	com.android.externalstorage	android.permission.WRITE_MEDIA_STORAGE	true
package	com.android.externalstorage	android.permission.MOUNT_UNMOUNT_FILESYSTEMS	true
package	com.android.companiondevicemanager	android.permission.BLUETOOTH	true
package	com.android.companiondevicemanager	android.permission.BLUETOOTH_ADMIN	true
package	com.android.companiondevicemanager	android.permission.CHANGE_WIFI_STATE	true
package	com.android.companiondevicemanager	android.permission.ACCESS_WIFI_STATE	true
package	com.android.mms.service	android.permission.DOWNLOAD_WITHOUT_NOTIFICATION	true
package	com.android.mms.service	android.permission.WRITE_SETTINGS	true
package	com.android.mms.service	android.permission.MODIFY_AUDIO_SETTINGS	true
package	com.android.mms.service	android.permission.USE_RESERVED_DISK	true
package	com.android.mms.service	android.permission.MANAGE_ACCOUNTS	true
package	com.android.mms.service	android.permission.SYSTEM_ALERT_WINDOW	true
package	com.android.mms.service	android.permission.BIND_CARRIER_SERVICES	true
package	com.android.mms.service	android.permission.SEND_RESPOND_VIA_MESSAGE	true
package	com.android.mms.service	android.permission.SHUTDOWN	true
package	com.android.mms.service	android.permission.CHANGE_COMPONENT_ENABLED_STATE	true
package	com.android.mms.service	android.permission.INTERNAL_SYSTEM_WINDOW	true
package	com.android.mms.service	android.permission.NETWORK_SETTINGS	true
package	com.android.mms.service	android.permission.BROADCAST_SMS	true
package	com.android.mms.service	android.permission.CALL_PRIVILEGED	true
package	com.android.mms.service	android.permission.CHANGE_NETWORK_STATE	true
package	com.android.mms.service	android.permission.WRITE_SYNC_SETTINGS	true
package	com.android.mms.service	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.android.mms.service	android.permission.DEVICE_POWER	true
package	com.android.mms.service	android.permission.SET_TIME_ZONE	true
package	com.android.mms.service	android.permission.BLUETOOTH	true
package	com.android.mms.service	android.permission.BROADCAST_WAP_PUSH	true
package	com.android.mms.service	com.android.voicemail.permission.READ_VOICEMAIL	true
package	com.android.mms.service	android.permission.WRITE_BLOCKED_NUMBERS	true
package	com.android.mms.service	android.permission.AUTHENTICATE_ACCOUNTS	true
package	com.android.mms.service	android.permission.INTERNET	true
package	com.android.mms.service	android.permission.REORDER_TASKS	true
package	com.android.mms.service	android.permission.BLUETOOTH_ADMIN	true
package	com.android.mms.service	android.permission.UPDATE_DEVICE_STATS	true
package	com.android.mms.service	android.permission.WRITE_EMBEDDED_SUBSCRIPTIONS	true
package	com.android.mms.service	android.permission.PERFORM_CDMA_PROVISIONING	true
package	com.android.mms.service	android.permission.REGISTER_CALL_PROVIDER	true
package	com.android.mms.service	android.permission.INTERACT_ACROSS_USERS_FULL	true
package	com.android.mms.service	android.permission.STOP_APP_SWITCHES	true
package	com.android.mms.service	android.permission.PACKAGE_USAGE_STATS	true
package	com.android.mms.service	android.permission.WRITE_SECURE_SETTINGS	true
package	com.android.mms.service	android.permission.READ_BLOCKED_NUMBERS	true
package	com.android.mms.service	android.permission.READ_SEARCH_INDEXABLES	true
package	com.android.mms.service	android.permission.READ_PRIVILEGED_PHONE_STATE	true
package	com.android.mms.service	android.permission.ACCESS_IMS_CALL_SERVICE	true
package	com.android.mms.service	android.permission.BROADCAST_STICKY	true
package	com.android.mms.service	android.permission.WRITE_SMS	true
package	com.android.mms.service	android.permission.SET_TIME	true
package	com.android.mms.service	android.permission.WRITE_APN_SETTINGS	true
package	com.android.mms.service	android.permission.CHANGE_WIFI_STATE	true
package	com.android.mms.service	android.permission.BIND_CARRIER_MESSAGING_SERVICE	true
package	com.android.mms.service	android.permission.BIND_EUICC_SERVICE	true
package	com.android.mms.service	android.permission.BIND_VISUAL_VOICEMAIL_SERVICE	true
package	com.android.mms.service	android.permission.MANAGE_USERS	true
package	com.android.mms.service	android.permission.SET_PREFERRED_APPLICATIONS	true
package	com.android.mms.service	android.permission.ACCESS_NETWORK_STATE	true
package	com.android.mms.service	android.permission.DISABLE_KEYGUARD	true
package	com.android.mms.service	android.permission.CHANGE_CONFIGURATION	true
package	com.android.mms.service	android.permission.LOCAL_MAC_ADDRESS	true
package	com.android.mms.service	android.permission.INTERACT_ACROSS_USERS	true
package	com.android.mms.service	android.permission.UPDATE_LOCK	true
package	com.android.mms.service	android.permission.READ_NETWORK_USAGE_HISTORY	true
package	com.android.mms.service	android.permission.REGISTER_SIM_SUBSCRIPTION	true
package	com.android.mms.service	android.permission.REBOOT	true
package	com.android.mms.service	android.permission.MANAGE_NETWORK_POLICY	true
package	com.android.mms.service	android.permission.CONNECTIVITY_INTERNAL	true
package	com.android.mms.service	android.permission.READ_SYNC_SETTINGS	true
package	com.android.mms.service	android.permission.BIND_TELEPHONY_DATA_SERVICE	true
package	com.android.mms.service	android.permission.VIBRATE	true
package	com.android.mms.service	android.permission.CHANGE_DEVICE_IDLE_TEMP_WHITELIST	true
package	com.android.mms.service	com.android.voicemail.permission.WRITE_VOICEMAIL	true
package	com.android.mms.service	android.permission.ACCESS_WIFI_STATE	true
package	com.android.mms.service	android.permission.MANAGE_APP_OPS_MODES	true
package	com.android.mms.service	android.permission.BIND_IMS_SERVICE	true
package	com.android.mms.service	android.permission.CONTROL_INCALL_EXPERIENCE	true
package	com.android.mms.service	android.permission.MODIFY_PHONE_STATE	true
package	com.android.mms.service	com.android.smspush.WAPPUSH_MANAGER_BIND	true
package	com.android.mms.service	android.permission.STATUS_BAR	true
package	com.android.mms.service	android.permission.DUMP	true
package	com.android.mms.service	android.permission.WAKE_LOCK	true
package	com.android.mms.service	android.permission.UPDATE_APP_OPS_STATS	true
package	com.android.providers.downloads	android.permission.ACCESS_CACHE_FILESYSTEM	true
package	com.android.providers.downloads	android.permission.WRITE_SETTINGS	true
package	com.android.providers.downloads	android.permission.USE_RESERVED_DISK	true
package	com.android.providers.downloads	android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS	true
package	com.android.providers.downloads	android.permission.FOREGROUND_SERVICE	true
package	com.android.providers.downloads	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.android.providers.downloads	android.permission.WRITE_MEDIA_STORAGE	true
package	com.android.providers.downloads	android.permission.INTERNET	true
package	com.android.providers.downloads	android.permission.UPDATE_DEVICE_STATS	true
package	com.android.providers.downloads	android.permission.MANAGE_USB	true
package	com.android.providers.downloads	android.permission.ACCESS_ALL_DOWNLOADS	true
package	com.android.providers.downloads	android.permission.ACCESS_DOWNLOAD_MANAGER	true
package	com.android.providers.downloads	android.permission.MANAGE_USERS	true
package	com.android.providers.downloads	android.permission.ACCESS_NETWORK_STATE	true
package	com.android.providers.downloads	android.permission.ACCESS_MTP	true
package	com.android.providers.downloads	android.permission.INTERACT_ACROSS_USERS	true
package	com.android.providers.downloads	android.permission.CLEAR_APP_CACHE	true
package	com.android.providers.downloads	android.permission.CONNECTIVITY_INTERNAL	true
package	com.android.providers.downloads	android.permission.WAKE_LOCK	true
package	com.android.providers.downloads	android.permission.UPDATE_APP_OPS_STATS	true
package	com.google.android.apps.messaging	android.permission.DOWNLOAD_WITHOUT_NOTIFICATION	true
package	com.google.android.apps.messaging	com.google.android.c2dm.permission.RECEIVE	true
package	com.google.android.apps.messaging	com.google.android.providers.gsf.permission.READ_GSERVICES	true
package	com.google.android.apps.messaging	android.permission.CHANGE_NETWORK_STATE	true
package	com.google.android.apps.messaging	android.permission.FOREGROUND_SERVICE	true
package	com.google.android.apps.messaging	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.google.android.apps.messaging	android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS	true
package	com.google.android.apps.messaging	android.permission.READ_PROFILE	true
package	com.google.android.apps.messaging	android.permission.INTERNET	true
package	com.google.android.apps.messaging	android.permission.GET_PACKAGE_SIZE	true
package	com.google.android.apps.messaging	android.permission.WRITE_SMS	true
package	com.google.android.apps.messaging	android.permission.ACCESS_NETWORK_STATE	true
package	com.google.android.apps.messaging	com.google.android.setupwizard.READ_DEVICE_ORIGIN_FIRST_PARTY	true
package	com.google.android.apps.messaging	android.permission.VIBRATE	true
package	com.google.android.apps.messaging	android.permission.WAKE_LOCK	true
package	com.discord	com.google.android.c2dm.permission.RECEIVE	true
package	com.discord	android.permission.MODIFY_AUDIO_SETTINGS	true
package	com.discord	android.permission.FOREGROUND_SERVICE	true
package	com.discord	android.permission.BLUETOOTH	true
package	com.discord	android.permission.CHANGE_WIFI_MULTICAST_STATE	true
package	com.discord	android.permission.INTERNET	true
package	com.discord	android.permission.BROADCAST_STICKY	true
package	com.discord	android.permission.ACCESS_NETWORK_STATE	true
package	com.discord	android.permission.VIBRATE	true
package	com.discord	android.permission.ACCESS_WIFI_STATE	true
package	com.discord	android.permission.WAKE_LOCK	true
package	com.discord	com.discord.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	true
package	com.google.android.configupdater	android.permission.DOWNLOAD_WITHOUT_NOTIFICATION	true
package	com.google.android.configupdater	com.google.android.providers.gsf.permission.READ_GSERVICES	true
package	com.google.android.configupdater	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.google.android.configupdater	android.permission.INTERNET	true
package	com.google.android.configupdater	android.permission.UPDATE_CONFIG	true
package	com.android.defcontainer	android.permission.ACCESS_CACHE_FILESYSTEM	true
package	com.android.defcontainer	android.permission.ALLOCATE_AGGRESSIVE	true
package	com.android.defcontainer	android.permission.ASEC_ACCESS	true
package	com.android.defcontainer	android.permission.ASEC_CREATE	true
package	com.android.defcontainer	android.permission.ASEC_DESTROY	true
package	com.android.defcontainer	android.permission.INTERACT_ACROSS_USERS	true
package	com.android.defcontainer	android.permission.ASEC_MOUNT_UNMOUNT	true
package	com.android.providers.downloads.ui	android.permission.ACCESS_CACHE_FILESYSTEM	true
package	com.android.providers.downloads.ui	android.permission.WRITE_SETTINGS	true
package	com.android.providers.downloads.ui	android.permission.USE_RESERVED_DISK	true
package	com.android.providers.downloads.ui	android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS	true
package	com.android.providers.downloads.ui	android.permission.FOREGROUND_SERVICE	true
package	com.android.providers.downloads.ui	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.android.providers.downloads.ui	android.permission.WRITE_MEDIA_STORAGE	true
package	com.android.providers.downloads.ui	android.permission.INTERNET	true
package	com.android.providers.downloads.ui	android.permission.UPDATE_DEVICE_STATS	true
package	com.android.providers.downloads.ui	android.permission.MANAGE_USB	true
package	com.android.providers.downloads.ui	android.permission.ACCESS_ALL_DOWNLOADS	true
package	com.android.providers.downloads.ui	android.permission.ACCESS_DOWNLOAD_MANAGER	true
package	com.android.providers.downloads.ui	android.permission.MANAGE_USERS	true
package	com.android.providers.downloads.ui	android.permission.ACCESS_NETWORK_STATE	true
package	com.android.providers.downloads.ui	android.permission.ACCESS_MTP	true
package	com.android.providers.downloads.ui	android.permission.INTERACT_ACROSS_USERS	true
package	com.android.providers.downloads.ui	android.permission.CLEAR_APP_CACHE	true
package	com.android.providers.downloads.ui	android.permission.CONNECTIVITY_INTERNAL	true
package	com.android.providers.downloads.ui	android.permission.WAKE_LOCK	true
package	com.android.providers.downloads.ui	android.permission.UPDATE_APP_OPS_STATS	true
package	com.android.vending	android.permission.USE_CREDENTIALS	true
package	com.android.vending	com.google.android.providers.gsf.permission.READ_GSERVICES	true
package	com.android.vending	com.google.android.googleapps.permission.GOOGLE_AUTH	true
package	com.android.vending	android.permission.INTERNET	true
package	com.android.vending	com.google.android.googleapps.permission.GOOGLE_AUTH.android	true
package	com.android.pacprocessor	android.permission.INTERNET	true
package	com.android.certinstaller	android.permission.ACCESS_ALL_DOWNLOADS	true
package	com.android.certinstaller	android.permission.CHANGE_WIFI_STATE	true
package	com.android.certinstaller	android.permission.MANAGE_USERS	true
package	com.android.certinstaller	android.permission.ACCESS_WIFI_STATE	true
package	com.ticno.olymptrade	com.google.android.c2dm.permission.RECEIVE	true
package	com.ticno.olymptrade	android.permission.NFC	true
package	com.ticno.olymptrade	android.permission.FOREGROUND_SERVICE	true
package	com.ticno.olymptrade	android.permission.RECEIVE_BOOT_COMPLETED	true
package	com.ticno.olymptrade	android.permission.INTERNET	true
package	com.ticno.olymptrade	com.android.vending.CHECK_LICENSE	true
package	com.ticno.olymptrade	com.ticno.olymptrade.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION	true
package	com.ticno.olymptrade	android.permission.ACCESS_NETWORK_STATE	true
package	com.ticno.olymptrade	android.permission.USE_FINGERPRINT	true
package	com.ticno.olymptrade	android.permission.VIBRATE	true
package	com.ticno.olymptrade	android.permission.ACCESS_WIFI_STATE	true
package	com.ticno.olymptrade	android.permission.USE_BIOMETRIC	true
package	com.ticno.olymptrade	android.permission.WAKE_LOCK	true
package	android	android.permission.BIND_INCALL_SERVICE	true
package	android	android.permission.WRITE_SETTINGS	true
