Last Time Active	Usage Type	Time Active in Msecs	Time Active in Secs	Last Time Service Used	Last Time Visible	Total Time Visible	App Launch Count	Package	Types	Class	Source
2023-09-20 23:50:16	packages	0	0					com.google.android.gms			weekly
2023-09-20 23:50:16	packages	0	0					com.google.android.gsf			weekly
2023-09-20 23:50:16	packages	0	0					com.google.android.googlequicksearchbox			monthly
2023-09-20 23:50:16	packages	0	0					com.android.providers.calendar			monthly
2023-09-20 23:50:16	packages	0	0					com.google.android.gms			monthly
2023-09-20 23:50:16	packages	0	0					com.google.android.gsf			monthly
2023-09-20 23:50:16	packages	0	0					com.google.android.googlequicksearchbox			daily
2023-09-20 23:50:16	packages	0	0					com.android.providers.calendar			daily
2023-09-20 23:50:16	packages	0	0					com.google.android.gms			daily
2023-09-20 23:50:16	packages	0	0					com.google.android.gsf			daily
2023-09-20 23:43:33	packages	0	0					com.google.android.setupwizard			yearly
2023-09-20 23:43:33	packages	0	0					com.google.android.setupwizard			weekly
2023-09-20 23:43:33	packages	0	0					com.google.android.setupwizard			monthly
2023-09-20 23:43:33	packages	0	0					com.google.android.setupwizard			daily
2023-09-20 23:43:25	packages	782374	782				10	com.google.android.apps.nexuslauncher			yearly
2023-09-20 23:43:25	packages	9452	9				2	com.android.settings			yearly
2023-09-20 23:43:25	packages	782374	782				10	com.google.android.apps.nexuslauncher			weekly
2023-09-20 23:43:25	packages	9452	9				2	com.android.settings			weekly
2023-09-20 23:43:25	packages	782374	782				10	com.google.android.apps.nexuslauncher			monthly
2023-09-20 23:43:25	packages	9452	9				2	com.android.settings			monthly
2023-09-20 23:43:25	packages	782374	782				10	com.google.android.apps.nexuslauncher			daily
2023-09-20 23:43:25	packages	9452	9				2	com.android.settings			daily
2023-09-20 23:43:25	event-log		0					com.android.settings	ACTIVITY_PAUSED	com.android.settings.FallbackHome	daily
2023-09-20 23:43:25	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:43:25	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:43:21	configurations	0	0								yearly
2023-09-20 23:43:21	configurations	1508	1								yearly
2023-09-20 23:43:21	configurations	0	0								weekly
2023-09-20 23:43:21	configurations	1508	1								weekly
2023-09-20 23:43:21	configurations	0	0								monthly
2023-09-20 23:43:21	configurations	1508	1								monthly
2023-09-20 23:43:21	configurations	0	0								daily
2023-09-20 23:43:21	configurations	1508	1								daily
2023-09-20 23:43:20	event-log		0					com.android.settings	ACTIVITY_RESUMED	com.android.settings.FallbackHome	daily
2023-09-20 23:43:20	event-log		0					com.android.settings	ACTIVITY_RESUMED	com.android.settings.FallbackHome	daily
2023-09-20 23:43:19	configurations	230978	230								yearly
2023-09-20 23:43:19	configurations	11	0								yearly
2023-09-20 23:43:19	configurations	4	0								yearly
2023-09-20 23:43:19	configurations	92	0								yearly
2023-09-20 23:43:19	configurations	230978	230								weekly
2023-09-20 23:43:19	configurations	11	0								weekly
2023-09-20 23:43:19	configurations	4	0								weekly
2023-09-20 23:43:19	configurations	92	0								weekly
2023-09-20 23:43:19	configurations	230978	230								monthly
2023-09-20 23:43:19	configurations	11	0								monthly
2023-09-20 23:43:19	configurations	4	0								monthly
2023-09-20 23:43:19	configurations	92	0								monthly
2023-09-20 23:43:19	configurations	230978	230								daily
2023-09-20 23:43:19	configurations	11	0								daily
2023-09-20 23:43:19	configurations	4	0								daily
2023-09-20 23:43:19	configurations	92	0								daily
2023-09-20 23:43:19	configurations	92	0								daily
2023-09-20 23:43:19	event-log		0					android	CONFIGURATION_CHANGE		daily
2023-09-20 23:43:19	event-log		0					android	CONFIGURATION_CHANGE		daily
2023-09-20 23:43:19	event-log		0					android	CONFIGURATION_CHANGE		daily
2023-09-20 23:43:19	event-log		0					android	CONFIGURATION_CHANGE		daily
2023-09-20 23:43:01	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:43:01	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:42:43	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:42:43	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:42:43	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:42:38	packages	31774	31				3	com.discord			yearly
2023-09-20 23:42:38	packages	31774	31				3	com.discord			weekly
2023-09-20 23:42:38	packages	31774	31				3	com.discord			monthly
2023-09-20 23:42:38	packages	31774	31				3	com.discord			daily
2023-09-20 23:42:38	event-log		0					com.discord	ACTIVITY_PAUSED	com.discord.main.MainActivity	daily
2023-09-20 23:42:38	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:42:38	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:42:33	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:42:33	event-log		0					com.discord	ACTIVITY_RESUMED	com.discord.main.MainActivity	daily
2023-09-20 23:42:29	packages	5485	5				2	com.android.chrome			yearly
2023-09-20 23:42:29	packages	5485	5				2	com.android.chrome			weekly
2023-09-20 23:42:29	packages	5485	5				2	com.android.chrome			monthly
2023-09-20 23:42:29	packages	5485	5				2	com.android.chrome			daily
2023-09-20 23:42:29	event-log		0					com.android.chrome	ACTIVITY_PAUSED	org.chromium.chrome.browser.ChromeTabbedActivity	daily
2023-09-20 23:42:29	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:42:26	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:42:26	event-log		0					com.android.chrome	ACTIVITY_RESUMED	org.chromium.chrome.browser.ChromeTabbedActivity	daily
2023-09-20 23:42:22	packages	29072	29				1	com.google.android.apps.maps			yearly
2023-09-20 23:42:22	packages	29072	29				1	com.google.android.apps.maps			weekly
2023-09-20 23:42:22	packages	29072	29				1	com.google.android.apps.maps			monthly
2023-09-20 23:42:22	packages	29072	29				1	com.google.android.apps.maps			daily
2023-09-20 23:42:22	event-log		0					com.google.android.apps.maps	ACTIVITY_PAUSED	com.google.android.maps.MapsActivity	daily
2023-09-20 23:42:22	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:41:53	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:41:53	event-log		0					com.google.android.apps.maps	ACTIVITY_RESUMED	com.google.android.maps.MapsActivity	daily
2023-09-20 23:41:48	packages	28862	28				2	com.ticno.olymptrade			yearly
2023-09-20 23:41:48	packages	28862	28				2	com.ticno.olymptrade			weekly
2023-09-20 23:41:48	packages	28862	28				2	com.ticno.olymptrade			monthly
2023-09-20 23:41:48	packages	28862	28				2	com.ticno.olymptrade			daily
2023-09-20 23:41:48	event-log		0					com.ticno.olymptrade	ACTIVITY_PAUSED	com.space307.feature_auth_impl.auth.presentation.AuthActivity	daily
2023-09-20 23:41:48	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:41:43	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:41:43	event-log		0					com.ticno.olymptrade	ACTIVITY_RESUMED	com.space307.feature_auth_impl.auth.presentation.AuthActivity	daily
2023-09-20 23:41:42	event-log		0					com.ticno.olymptrade	ACTIVITY_PAUSED	com.space307.feature_auth_impl.auth.presentation.AuthActivity	daily
2023-09-20 23:41:42	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:41:20	event-log		0					com.ticno.olymptrade	ACTIVITY_PAUSED	com.space307.feature_launch.presentation.LaunchActivity	daily
2023-09-20 23:41:20	event-log		0					com.ticno.olymptrade	ACTIVITY_RESUMED	com.space307.feature_auth_impl.auth.presentation.AuthActivity	daily
2023-09-20 23:41:18	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:41:18	event-log		0					com.ticno.olymptrade	ACTIVITY_RESUMED	com.space307.feature_launch.presentation.LaunchActivity	daily
2023-09-20 23:39:32	event-log		0					com.android.settings	ACTIVITY_PAUSED	com.android.settings.FallbackHome	daily
2023-09-20 23:39:32	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:39:32	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:39:28	configurations	1774	1								yearly
2023-09-20 23:39:28	configurations	1774	1								weekly
2023-09-20 23:39:28	configurations	1774	1								monthly
2023-09-20 23:39:28	configurations	1774	1								daily
2023-09-20 23:39:27	event-log		0					com.android.settings	ACTIVITY_RESUMED	com.android.settings.FallbackHome	daily
2023-09-20 23:39:27	event-log		0					com.android.settings	ACTIVITY_RESUMED	com.android.settings.FallbackHome	daily
2023-09-20 23:39:26	configurations	20	0								yearly
2023-09-20 23:39:26	configurations	4	0								yearly
2023-09-20 23:39:26	configurations	20	0								yearly
2023-09-20 23:39:26	configurations	20	0								weekly
2023-09-20 23:39:26	configurations	4	0								weekly
2023-09-20 23:39:26	configurations	20	0								weekly
2023-09-20 23:39:26	configurations	20	0								monthly
2023-09-20 23:39:26	configurations	4	0								monthly
2023-09-20 23:39:26	configurations	20	0								monthly
2023-09-20 23:39:26	configurations	20	0								daily
2023-09-20 23:39:26	configurations	4	0								daily
2023-09-20 23:39:26	configurations	20	0								daily
2023-09-20 23:39:26	event-log		0					android	CONFIGURATION_CHANGE		daily
2023-09-20 23:39:26	event-log		0					android	CONFIGURATION_CHANGE		daily
2023-09-20 23:39:26	event-log		0					android	CONFIGURATION_CHANGE		daily
2023-09-20 23:39:26	event-log		0					android	CONFIGURATION_CHANGE		daily
2023-09-20 23:39:08	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:39:08	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:38:52	event-log		0					com.android.chrome	ACTIVITY_PAUSED	org.chromium.chrome.browser.ChromeTabbedActivity	daily
2023-09-20 23:38:52	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:38:49	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:38:49	event-log		0					com.android.chrome	ACTIVITY_RESUMED	org.chromium.chrome.browser.ChromeTabbedActivity	daily
2023-09-20 23:38:31	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:38:30	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:38:30	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:37:01	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:37:01	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:34:59	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:34:59	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:26:26	event-log		0					com.discord	ACTIVITY_PAUSED	com.discord.main.MainActivity	daily
2023-09-20 23:26:26	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:26:26	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:26:14	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:26:14	event-log		0					com.discord	ACTIVITY_RESUMED	com.discord.main.MainActivity	daily
2023-09-20 23:26:10	event-log		0					com.discord	ACTIVITY_PAUSED	com.discord.main.MainActivity	daily
2023-09-20 23:26:10	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:25:56	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:25:56	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 23:25:56	event-log		0					com.discord	ACTIVITY_RESUMED	com.discord.main.MainActivity	daily
2023-09-20 23:25:51	event-log		0					com.discord	SHORTCUT_INVOCATION		daily
2023-09-20 23:25:51	event-log		0					com.discord	12		daily
2023-09-20 22:56:30	packages	69544	69				1	com.android.chrome			yearly
2023-09-20 22:56:30	packages	129912	129				2	com.google.android.apps.nexuslauncher			yearly
2023-09-20 22:56:30	packages	69544	69				1	com.android.chrome			weekly
2023-09-20 22:56:30	packages	129912	129				2	com.google.android.apps.nexuslauncher			weekly
2023-09-20 22:56:30	packages	69544	69				1	com.android.chrome			monthly
2023-09-20 22:56:30	packages	129912	129				2	com.google.android.apps.nexuslauncher			monthly
2023-09-20 22:56:30	packages	69544	69				1	com.android.chrome			daily
2023-09-20 22:56:30	packages	129912	129				2	com.google.android.apps.nexuslauncher			daily
2023-09-20 22:56:30	event-log		0					com.android.chrome	ACTIVITY_PAUSED	org.chromium.chrome.browser.ChromeTabbedActivity	daily
2023-09-20 22:56:30	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:52:05	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:52:05	event-log		0					com.android.chrome	ACTIVITY_RESUMED	org.chromium.chrome.browser.ChromeTabbedActivity	daily
2023-09-20 22:52:05	event-log		0					com.android.chrome	ACTIVITY_RESUMED	org.chromium.chrome.browser.ChromeTabbedActivity	daily
2023-09-20 22:50:42	packages	1307	1				1	com.google.android.apps.messaging			yearly
2023-09-20 22:50:42	packages	1307	1				1	com.google.android.apps.messaging			weekly
2023-09-20 22:50:42	packages	1307	1				1	com.google.android.apps.messaging			monthly
2023-09-20 22:50:42	packages	1307	1				1	com.google.android.apps.messaging			daily
2023-09-20 22:50:42	event-log		0					com.google.android.apps.messaging	ACTIVITY_PAUSED	com.google.android.apps.messaging.ui.conversationlist.ConversationListActivity	daily
2023-09-20 22:50:42	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:50:41	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:50:41	event-log		0					com.google.android.apps.messaging	ACTIVITY_RESUMED	com.google.android.apps.messaging.ui.conversationlist.ConversationListActivity	daily
2023-09-20 22:49:53	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:49:53	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:49:51	event-log		0					com.google.android.apps.messaging	12		daily
2023-09-20 22:26:18	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:26:18	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:25:57	packages	171061	171				8	com.google.android.dialer			yearly
2023-09-20 22:25:57	packages	540088	540				8	com.google.android.apps.nexuslauncher			yearly
2023-09-20 22:25:57	packages	171061	171				8	com.google.android.dialer			weekly
2023-09-20 22:25:57	packages	540088	540				8	com.google.android.apps.nexuslauncher			weekly
2023-09-20 22:25:57	packages	171061	171				8	com.google.android.dialer			monthly
2023-09-20 22:25:57	packages	540088	540				8	com.google.android.apps.nexuslauncher			monthly
2023-09-20 22:25:57	packages	171061	171				8	com.google.android.dialer			daily
2023-09-20 22:25:57	packages	540088	540				8	com.google.android.apps.nexuslauncher			daily
2023-09-20 22:25:57	event-log		0					com.google.android.dialer	ACTIVITY_PAUSED	com.google.android.apps.dialer.main.GoogleMainActivity	daily
2023-09-20 22:25:57	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:25:52	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:25:52	event-log		0					com.google.android.dialer	ACTIVITY_RESUMED	com.google.android.apps.dialer.main.GoogleMainActivity	daily
2023-09-20 22:25:42	event-log		0					com.google.android.dialer	ACTIVITY_PAUSED	com.android.incallui.InCallActivity	daily
2023-09-20 22:25:42	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:25:28	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:25:28	event-log		0					com.google.android.dialer	ACTIVITY_RESUMED	com.android.incallui.InCallActivity	daily
2023-09-20 22:25:28	event-log		0					com.google.android.dialer	ACTIVITY_RESUMED	com.android.incallui.InCallActivity	daily
2023-09-20 22:25:06	event-log		0					com.google.android.dialer	12		daily
2023-09-20 22:25:06	event-log		0					com.google.android.dialer	10		daily
2023-09-20 22:24:58	event-log		0					com.google.android.dialer	10		daily
2023-09-20 22:24:58	event-log		0					com.google.android.dialer	10		daily
2023-09-20 22:24:58	event-log		0					com.google.android.dialer	10		daily
2023-09-20 22:24:58	event-log		0					com.google.android.dialer	10		daily
2023-09-20 22:24:57	event-log		0					com.google.android.dialer	12		daily
2023-09-20 22:24:56	event-log		0					com.google.android.dialer	ACTIVITY_PAUSED	com.android.incallui.InCallActivity	daily
2023-09-20 22:24:56	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:24:56	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:24:31	event-log		0					com.google.android.dialer	ACTIVITY_RESUMED	com.android.incallui.InCallActivity	daily
2023-09-20 22:24:30	event-log		0					com.google.android.dialer	ACTIVITY_RESUMED	com.android.incallui.InCallActivity	daily
2023-09-20 22:24:30	event-log		0					com.google.android.dialer	ACTIVITY_PAUSED	com.android.incallui.InCallActivity	daily
2023-09-20 22:24:30	event-log		0					com.google.android.dialer	ACTIVITY_PAUSED	com.android.incallui.InCallActivity	daily
2023-09-20 22:24:29	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:24:29	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:18:19	event-log		0					com.google.android.dialer	ACTIVITY_PAUSED	com.android.incallui.InCallActivity	daily
2023-09-20 22:18:19	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:18:19	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:18:19	event-log		0					com.google.android.dialer	12		daily
2023-09-20 22:17:48	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:17:48	event-log		0					com.google.android.dialer	ACTIVITY_RESUMED	com.android.incallui.InCallActivity	daily
2023-09-20 22:17:48	event-log		0					com.google.android.dialer	ACTIVITY_RESUMED	com.android.incallui.InCallActivity	daily
2023-09-20 22:17:48	event-log		0					android	SCREEN_INTERACTIVE		daily
2023-09-20 22:17:45	event-log		0					com.google.android.dialer	12		daily
2023-09-20 22:17:45	event-log		0					com.google.android.dialer	10		daily
2023-09-20 22:17:22	event-log		0					com.google.android.dialer	12		daily
2023-09-20 22:17:21	event-log		0					com.google.android.dialer	ACTIVITY_PAUSED	com.android.incallui.InCallActivity	daily
2023-09-20 22:17:21	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:17:21	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:17:05	event-log		0					com.google.android.dialer	ACTIVITY_RESUMED	com.android.incallui.InCallActivity	daily
2023-09-20 22:17:04	event-log		0					com.google.android.dialer	ACTIVITY_RESUMED	com.android.incallui.InCallActivity	daily
2023-09-20 22:17:04	event-log		0					com.google.android.dialer	ACTIVITY_RESUMED	com.android.incallui.InCallActivity	daily
2023-09-20 22:17:04	event-log		0					android	SCREEN_INTERACTIVE		daily
2023-09-20 22:17:04	event-log		0					com.google.android.dialer	ACTIVITY_PAUSED	com.android.incallui.InCallActivity	daily
2023-09-20 22:17:04	event-log		0					com.google.android.dialer	ACTIVITY_PAUSED	com.android.incallui.InCallActivity	daily
2023-09-20 22:17:03	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_PAUSED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
2023-09-20 22:16:56	event-log		0					com.google.android.dialer	12		daily
2023-09-20 22:16:56	event-log		0					com.google.android.dialer	10		daily
2023-09-20 22:16:46	event-log		0					com.google.android.dialer	10		daily
2023-09-20 22:16:46	event-log		0					com.google.android.dialer	10		daily
2023-09-20 22:16:43	event-log		0					com.google.android.dialer	USER_INTERACTION		daily
2023-09-20 22:16:01	event-log		0					com.google.android.dialer	10		daily
2023-09-20 22:16:00	event-log		0					com.google.android.dialer	12		daily
2023-09-20 22:15:45	event-log		0					com.google.android.dialer	ACTIVITY_PAUSED	com.android.incallui.InCallActivity	daily
2023-09-20 22:15:45	event-log		0					com.google.android.apps.nexuslauncher	ACTIVITY_RESUMED	com.google.android.apps.nexuslauncher.NexusLauncherActivity	daily
