Last Visit Time	URL	Title	Visit Count	Typed Count	ID	Hidden
2023-09-19 18:46:16	"https://www.amazon.eg/s?bbn=21832883031&rh=n%3A21832883031%2Cp_89%3ASAMSUNG&language=en&pf_rd_i=2183
2883031&pf_rd_m=A1ZVRGNO5AYLOV&pf_rd_p=ff4d1848-1189-42ef-8932-
34faf26e48c6&pf_rd_r=KZV8PP2BQXKS73THTRF2&pf_rd_s=mobile-
hybrid-10&pf_rd_t=30901&ref=mh_s9_acss_cg_Mobiles_2a1_w"	Amazon.eg	5	0	28	
2023-09-19 18:46:10	"https://www.amazon.eg/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-
%D8%AC%D8%A7%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A8%D8%B4%D8%B1%D9%8A%D8%AD%D8%AA%D9%8A%D9%86-
%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA-
%D8%AC%D9%8A%D8%AC%D8%A7%D8%A8%D8%A7%D9%8A%D8%AA%D8%8C/dp/B0BXNY4YD3/ref=mp_s_a_1_7?pf_rd_i=21832883
031&pf_rd_m=A1ZVRGNO5AYLOV&pf_rd_p=ff4d1848-1189-42ef-8932-
34faf26e48c6&pf_rd_r=KZV8PP2BQXKS73THTRF2&pf_rd_s=mobile-
hybrid-10&pf_rd_t=30901&qid=1695149164&refinements=p_89%3ASAMSUNG&s=electronics&sr=1-7"	موبايل سامسونج جالاكسي A34 بشريحتين اتصال ونظام اندرويد وذاكرة RAM 8 جيجابايت وذاكرة تخزين 128 جيجابايت، اوسام جرافيت : Amazon.com: الإلكترونيات والصور	3	0	29	
2023-09-19 18:46:15	"https://www.amazon.eg/Samsung-Galaxy-A04e-Dual-Smartphone/dp/B0BN4PSTF9/ref=mp_s_a_1_3?pf_rd_i=21832
883031&pf_rd_m=A1ZVRGNO5AYLOV&pf_rd_p=ff4d1848-1189-42ef-8932-
34faf26e48c6&pf_rd_r=KZV8PP2BQXKS73THTRF2&pf_rd_s=mobile-
hybrid-10&pf_rd_t=30901&qid=1695149171&refinements=p_89%3ASAMSUNG&s=electronics&sr=1-3"	Samsung Galaxy A04e Dual SIM Smartphone - 3GB RAM, 64GB Storage, LTE, Copper - 1 year Warranty: Buy Online at Best Price in Egypt - Souq is now Amazon.eg	3	0	30	
2023-09-19 18:48:17	"https://www.google.com/search?q=What+is+cryptocurrency+trading%3F&oq=What+is+cryptocurrency+trading%
3F&aqs=chrome..69i57j0l3.2369j0j4&client=ms-unknown&sourceid=chrome-mobile&ie=UTF-8"	What is cryptocurrency trading? - Google Search	2	0	31	
2023-09-19 18:47:46	"https://www.google.com/url?q=https://www.ig.com/en/cryptocurrency-trading/what-is-cryptocurrency-
trading-how-does-it-work&sa=U&ved=2ahUKEwiTt4eIq7eBAxUA_rsIHc-
mD9QQFnoECA0QAg&usg=AOvVaw3sDAhMxHzaop4Og7hC5vS4"	What is Cryptocurrency Trading and How Does it Work? - IG | IG International	1	0	32	
2023-09-19 18:47:46	https://www.ig.com/en/cryptocurrency-trading/what-is-cryptocurrency-trading-how-does-it-work	What is Cryptocurrency Trading and How Does it Work? - IG | IG International	1	0	33	
2023-09-19 18:50:06	"https://www.google.com/search?client=ms-unknown&sca_esv=566667171&q=What+are+the+best+platforms+for+
cryptocurrency+trading%3F&oq=What+is+cryptocurrency+trading%3F&aqs=heirloom-srp.."	What are the best platforms for cryptocurrency trading? - بحث Google‏	4	0	34	
2023-09-19 18:49:22	"https://www.google.com/url?q=https://www.g2.com/categories/cryptocurrency-
exchanges&sa=U&ved=2ahUKEwjfqtmzq7eBAxWLRaQEHZJADA0QFnoECAsQAw&usg=AOvVaw3_DIpaMTJrwXumb5HvIP-p"	Just a moment...	1	0	35	Yes
2023-09-19 18:49:22	https://www.g2.com/categories/cryptocurrency-exchanges	Just a moment...	2	0	36	
2023-09-19 18:49:22	"https://www.g2.com/categories/cryptocurrency-
exchanges?__cf_chl_rt_tk=Ptz8sarRXO82H.FSgH3PdeKPYuHG.LawEUUfbx0bcCo-1695149362-0-gaNycGzNCvs"	Just a moment...	1	0	37	
2023-09-19 18:49:29	"https://www.google.com/url?q=https://www.forbes.com/advisor/investing/cryptocurrency/best-crypto-
exchanges/&sa=U&ved=2ahUKEwjfqtmzq7eBAxWLRaQEHZJADA0QFnoECAgQAg&usg=AOvVaw18oA6dvo7bMAOWdfzS9qhY"	Best Crypto Apps & Exchanges Of September 2023 – Forbes Advisor	1	0	38	
2023-09-19 18:49:29	https://www.forbes.com/advisor/investing/cryptocurrency/best-crypto-exchanges/	Best Crypto Apps & Exchanges Of September 2023 – Forbes Advisor	1	0	39	
2023-09-19 18:49:55	"https://www.google.com/url?q=https://www.nerdwallet.com/best/investing/crypto-exchanges-
platforms&sa=U&ved=2ahUKEwjfqtmzq7eBAxWLRaQEHZJADA0QFnoECAUQAg&usg=AOvVaw0ZWqL756NXY2eyycANTI6L"	11 Best Crypto Exchanges and Apps of September 2023 - NerdWallet	1	0	40	
2023-09-19 18:49:55	https://www.nerdwallet.com/best/investing/crypto-exchanges-platforms	11 Best Crypto Exchanges and Apps of September 2023 - NerdWallet	1	0	41	
2023-09-19 18:50:36	"https://www.google.com/search?q=What+are+the+best+platforms+for+cryptocurrency+trading%3F&client=ms-
unknown&sca_esv=566667171&ei=H-0JZZ-fIIuLkdUPkoGxaA&start=10&sa=N"	What are the best platforms for cryptocurrency trading? - بحث Google‏	1	0	42	
2023-09-19 18:56:21	"https://www.google.com/search?client=ms-unknown&sca_esv=566667171&q=What+are+the+best+platforms+for+
trading%3F&oq=What+are+the+best+platforms+for+trading%3F&aqs=heirloom-srp..0l5"	What are the best platforms for trading? - بحث Google‏	1	0	43	
2023-09-19 21:54:50	https://m.youtube.com/	Home - YouTube	6	0	44	
2023-09-19 20:18:27	"https://www.google.com/search?q=What+is+the+easiest+country+to+travel+to+from+Egypt%3F&oq=What+is+th
e+easiest+country+to+travel+to+from+Egypt%3F&aqs=chrome..69i57j33l3.2923j0j7&client=ms-
unknown&sourceid=chrome-mobile&ie=UTF-8"	What is the easiest country to travel to from Egypt? - Google Search	1	0	45	
2023-09-19 20:20:26	"https://www.google.com/search?client=ms-
unknown&sca_esv=566704995&q=What+are+the+best+trading+platforms%3F&oq=&aqs=heirloom-srp.."	What are the best trading platforms? - بحث Google‏	3	0	46	
2023-09-19 20:20:14	"https://www.google.com/url?q=https://www.nerdwallet.com/best/investing/online-brokers-platforms-for-
day-trading&sa=U&ved=2ahUKEwjGkPbev7eBAxWEzQIHHQ3lCY8QFnoECAAQAw&usg=AOvVaw0QqdHYOPXauD4gilNFL-u4"	11 Best Trading Platforms for Day Trading of September 2023 - NerdWallet	1	0	47	
2023-09-19 20:20:14	https://www.nerdwallet.com/best/investing/online-brokers-platforms-for-day-trading	11 Best Trading Platforms for Day Trading of September 2023 - NerdWallet	1	0	48	
2023-09-19 20:20:21	"https://www.google.com/url?q=https://www.stockbrokers.com/guides/online-stock-
brokers&sa=U&ved=2ahUKEwjGkPbev7eBAxWEzQIHHQ3lCY8QFnoECAwQAg&usg=AOvVaw3Xjmafo4fZjAKykEDcFoZM"	5 Best Trading Platforms and Stockbrokers 2023 | StockBrokers.com	1	0	49	
2023-09-19 20:20:21	https://www.stockbrokers.com/guides/online-stock-brokers	5 Best Trading Platforms and Stockbrokers 2023 | StockBrokers.com	1	0	50	
2023-09-19 21:54:08	"https://www.google.com/search?client=ms-unknown&sca_esv=566704995&q=How+to+get+started+in+trading%3F
&oq=What+are+the+best+trading+platforms%3F&aqs=heirloom-srp.."	How to get started in trading? - بحث Google‏	2	0	51	
2023-09-19 20:21:27	"https://www.google.com/url?q=https://www.businessinsider.com/personal-finance/stock-
trading&sa=U&ved=2ahUKEwie37yEwLeBAxXZ0AIHHbmwDIcQFnoECAUQAg&usg=AOvVaw31khHuDsb4Q_K9zLbzCh1r"	Stock Trading: What You Need to Know to Get Started	1	0	52	
2023-09-19 20:21:27	https://www.businessinsider.com/personal-finance/stock-trading	Stock Trading: What You Need to Know to Get Started	1	0	53	
2023-09-19 21:54:11	https://www.google.com/?sa=X&ved=0ahUKEwjF-NSf0beBAxXM1AIHHdgICNcQOwgC	Google	1	0	54	
2023-09-19 21:54:36	"https://www.google.com/search?q=youtube&oq=you&aqs=chrome.0.0j69i57j0l2.1357j0j4&client=ms-
unknown&sourceid=chrome-mobile&ie=UTF-8"	youtube - Google Search	2	0	55	
2023-09-19 21:54:26	"https://play.google.com/store/apps/details?id=com.google.android.youtube&referrer=utm_source%253Dapp
%2526utm_medium%253Dprompt%2526utm_campaign%253Dforce%2526utm_term%253D14.19.57"	YouTube - التطبيقات على Google Play	2	0	56	
2023-09-19 21:54:33	"https://www.google.com/url?q=https://twitter.com/YouTube%3Fref_src%3Dtwsrc%255Egoogle%257Ctwcamp%255
Eserp%257Ctwgr%255Eauthor&sa=U&ved=2ahUKEwiLnOTn1LeBAxWK5KQKHUXyB4IQ6F56BAgBEAI&usg=AOvVaw2pV3Qg9U63
TO2T00jHWX2p"	Profile / X	1	0	57	
2023-09-19 21:54:33	https://twitter.com/YouTube?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	Profile / X	2	0	58	
2023-09-19 21:54:50	https://www.youtube.com/	Home - YouTube	1	1	59	
2023-09-19 21:55:11	https://m.youtube.com/watch?v=ifumHS47fSw	1 Hour of Funniest Animals 2023 - Funniest Cats and Dogs 😹🐶 - YouTube	1	0	60	
2023-09-20 20:12:06	https://m.youtube.com/watch?v=ywUo0ZQpIrg	Best Funniest Cats 😹 - Don't try to hold back Laughter 😂 Funny Cats 2023 #5 - YouTube	2	0	61	
2023-09-20 20:15:22	"https://www.google.com/search?q=google&oq=goog&aqs=chrome.0.69i59j69i57j69i60l4.1094j0j4&client=ms-
unknown&sourceid=chrome-mobile&ie=UTF-8"	google - بحث Google‏	1	0	62	
2023-09-20 23:51:02	"https://www.google.com/search?q=How+to+reschedule+an+already+booked+flight%3F&oq=How+to+reschedule+a
n+already+booked+flight%3F&aqs=chrome..69i57.1123j0j7&client=ms-unknown&sourceid=chrome-
mobile&ie=UTF-8"	How to reschedule an already booked flight? - بحث Google‏	2	0	63	
2023-09-20 20:16:01	"https://www.google.com/url?q=https://www.quora.com/How-can-I-reschedule-my-flight-
tickets&sa=U&ved=2ahUKEwjL84rWgLqBAxXPt6QKHZ-SNSwQFnoECAwQAg&usg=AOvVaw2Nbe9mfrl0vVzggWNXAIzJ"	How to reschedule my flight tickets - Quora	1	0	64	
2023-09-20 20:16:01	https://www.quora.com/How-can-I-reschedule-my-flight-tickets	How to reschedule my flight tickets - Quora	1	0	65	
2023-09-20 20:16:24	"https://www.google.com/url?q=https://lovethemaldives.com/travel-pedia/can-i-change-a-flight-i-
already-booked&sa=U&ved=2ahUKEwjL84rWgLqBAxXPt6QKHZ-SNSwQFnoECAAQAg&usg=AOvVaw062v1kb8gn75bA79IG74tj"	Can I change a flight I already booked?	1	0	66	
2023-09-20 20:16:24	https://lovethemaldives.com/travel-pedia/can-i-change-a-flight-i-already-booked	Can I change a flight I already booked?	1	0	67	
